School,Player,Year,Hometown,UTR,Profile_URL,UTR_URL,Overall_Record,Conference_Record
Purdue Boilermakers,Geoff Young,,"men's tennisjanuary 13, 2024purdue hosts dayton in season openerthe purdue men's tennis team will open the 2023-24 season at home this monday, jan. 15 against dayton.",Unrated,https://purduesports.com/sports/mens-tennis/roster/season/2025-26/staff/geoff-young,https://app.utrsports.net/profiles/1934930,0-0,0-0
