School,Player,Year,Hometown,UTR,Profile_URL,UTR_URL,Overall_Record,Conference_Record
Penn State Nittany Lions,Bruce Lipka,,"men's tennisjanuary 24, 2025men's tennis opens spring schedule at home with back-to-back doubleheadersthe nittany lions face temple, fordham on saturday, quinnipiac, bucknell on sunday.",Unrated,https://gopsusports.com/sports/mens-tennis/roster/season/2025-26/staff/bruce-lipka,https://app.utrsports.net/profiles/4658389,0-0,0-0
