School,Player,Year,Hometown,UTR,Profile_URL,UTR_URL,Overall_Record,Conference_Record
Nebraska Cornhuskers,Peter Kobelt,,"men's tennisjanuary 28, 2026huskers hit the road to texas tech, back home to take on air force",Unrated,https://huskers.com/sports/mens-tennis/roster/season/2025-26/staff/peter-kobelt,https://app.utrsports.net/profiles/6491,0-0,0-0
