Point,Game,Set,Shot,__source_file__,hit_x,hit_y,bounce_x,bounce_y,bounce_side,opp_hit_x,opp_hit_y
128,23,3,7,RudyQuan_PatrikMeszaros.xlsx,14.938972999999999,415.679852,60.149480000000004,-346.41448299999996,Forehand Side,,
132,23,3,5,RudyQuan_PatrikMeszaros.xlsx,8.16039,443.185645,141.161685,-411.14283,Forehand Side,,
2,1,1,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,55.747055,419.94344,-36.401365,-131.873665,Backhand Side,,
11,2,1,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,39.138661,448.304852,14.471319,-324.384546,Forehand Side,,
11,2,1,15,RudyQuan_PrestonStearns_4-3-2026.xlsx,7.795171,425.648602,50.268542,-403.96095199999996,Forehand Side,,
18,4,1,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,44.912105000000004,445.09969,-100.88914500000001,-321.24469999999997,Backhand Side,,
23,5,1,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,77.861315,420.490315,-36.11538,-280.87556,Backhand Side,,
35,7,1,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,70.121101,454.648602,-11.825939,-502.8958149999999,Backhand Side,,
46,9,2,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,44.547857,489.992352,-62.056549,-383.823439,Backhand Side,,
57,10,2,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,14.17433,432.898602,-4.544793,-395.72042799999997,Backhand Side,,
76,14,2,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,18.167485000000003,430.179852,-81.166012,-261.01165799999995,Backhand Side,,
77,14,2,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,47.266607,377.617352,-41.914222,-261.365052,Backhand Side,,
81,15,2,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,-84.013685,429.66056000000003,-58.720690000000005,175.68159,Backhand Side,,
87,16,2,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,-5.56703,573.762105,95.373145,-356.39947,Forehand Side,,
93,17,2,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,35.711904999999994,457.367352,20.308729,-440.828826,Forehand Side,,
107,19,2,1,RudyQuan_PrestonStearns_4-3-2026.xlsx,86.40625,439.63094,15.657565,-356.0473,Forehand Side,,
107,19,2,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,-81.826185,445.51993500000003,70.516145,-412.68086999999997,Forehand Side,,
111,20,2,5,RudyQuan_PrestonStearns_4-3-2026.xlsx,54.17482,425.959065,-92.73886999999999,-351.42705500000005,Backhand Side,,
119,21,3,2,RudyQuan_PrestonStearns_4-3-2026.xlsx,60.87403,465.88094,-167.25001999999998,11.911375,Backhand Side,,
121,21,3,6,RudyQuan_PrestonStearns_4-3-2026.xlsx,126.73828999999999,502.5216,-91.324345,-223.95618000000005,Backhand Side,,
122,21,3,6,RudyQuan_PrestonStearns_4-3-2026.xlsx,117.44141499999999,466.70127,144.13472499999997,-226.28119500000003,Forehand Side,,
124,22,3,3,RudyQuan_PrestonStearns_4-3-2026.xlsx,23.321771,432.898602,71.047042,-414.754491,Forehand Side,,
27,6,1,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,-39.716809999999995,428.966895,-11.44808,-178.4678,Backhand Side,,
29,6,1,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,65.693355,437.86368500000003,137.525465,-290.94737,Forehand Side,,
31,6,1,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,-55.576184999999995,425.41219,-45.185559999999995,200.516715,Backhand Side,,
47,10,2,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,72.32421000000001,435.12931000000003,13.13627,-224.129605,Forehand Side,,
59,12,2,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,-46.870119,426.554852,-0.799153,-465.748671,Backhand Side,,
63,12,2,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,-36.391607,444.679852,78.28802300000001,-509.023921,Forehand Side,,
86,16,2,2,Rudy_Quan(UCLA)_vs_Tal_Goodman(UCI).xlsx,-28.67433,452.836102,85.583988,-420.42393300000003,Forehand Side,,
