Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
2024-25 NCAA Division I Men's Tennis Championship,2024-11-23,Corey Craig,Emon Van Loben Sels,13.62,13.59,"6-2, 6-2"
2024-25 NCAA Division I Men's Tennis Championship,2024-11-23,Spencer Johnson,Duncan Chan,13.43,12.92,"3-6, 6-3, 6-4"
2024 ITA Division I Men's West Sectional,2024-11-19,Emon Van Loben Sels,Max Basing,13.59,13.45,"6-2, 6-2"
2024 ITA Division I Men's West Sectional,2024-11-19,Emon Van Loben Sels,Derrick Chen,13.59,13.0,"6-3, 3-6, 6-4"
2024 ITA Division I Men's West Sectional,2024-11-19,Emon Van Loben Sels,Alexander Hoogmartens,13.59,13.0,"6-4, 6-1, 6-2"
2024 ITA Division I Men's West Sectional,2024-11-19,Maximilian Homberg,Emon Van Loben Sels,13.18,13.59,"6-2, 7-5"
2024 ITA Division I Men's West Sectional,2024-11-19,Emon Van Loben Sels,Alexander Hoogmartens,13.59,13.0,"6-4, 6-1, 6-2"
2024 ITA Division I Men's West Sectional,2024-11-19,Theodore Dean,Aadarsh Tripathi,13.37,12.91,"7-5, 6-1"
2024 ITA Division I Men's West Sectional,2024-11-19,Alexander Chang,Alexander Hoogmartens,13.0,13.0,"6-4, 6-4"
2024 ITA Division I Men's West Sectional,2024-11-19,Alexander Hoogmartens,Nedim Suko,13.0,12.29,"6-3, 6-2"
2024 ITA Division I Men's West Sectional,2024-11-19,Timofey Stepanov,Gianluca Ballotta,13.02,12.0,"6-0, 7-6(3)"
2024 ITA Division I Men's West Sectional,2024-11-19,Alexander Hoogmartens,Andy Nguyen,13.0,13.18,"6-3, 6-1"
2024 ITA Division I Men's West Sectional,2024-11-19,Timofey Stepanov,Aadarsh Tripathi,13.02,12.91,"5-7, 6-3, 6-4"
2024 ITA Division I Men's West Sectional,2024-11-19,Aadarsh Tripathi,Makk Peter,12.91,13.79,"6-2, 6-2"
2024 ITA Division I Men's West Sectional,2024-11-19,Aadarsh Tripathi,Soham Purohit,12.91,12.0,"0-6, 6-3, 6-2"
PTT $25K Malibu Men,2024-11-17,Giacomo Revelli,Alexander ANEY,12.0,12.0,"6-4, 7-6(4)"
PTT $25K Malibu Men,2024-11-16,Giacomo Revelli,Robert Shelton,12.0,12.0,"6-3, 6-4"
M25 Saint Augustin de Desmaures,2024-11-06,Filip Duda,Kaylan Bigun,13.68,13.24,"6-7(8), 6-2, 6-2"
Dennis Rizza Intercollegiate Classic at Jack Kramer club,2024-11-02,Alexander Rozin,Giacomo Revelli,12.0,12.0,"6-3, 6-3"
Dennis Rizza Intercollegiate Classic at Jack Kramer club,2024-11-02,Matthias Kask,Leonard Von Bismarck,12.6,11.0,"6-1, 6-3"
"ATP Challenger Charlottesville, USA",2024-10-27,Toby Kodat,Kaylan Bigun,13.61,13.24,"7-5, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Leonard Von Bismarck,Jiayi Zhou,11.0,10.0,"6-0, 4-6, 6-0"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Bastiaan Weststrate,Leonard Von Bismarck,12.0,11.0,"7-5, 4-6, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Hiroki Sakagawa,Alexander Hoogmartens,12.62,13.0,"7-6(4), 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Alexander Hoogmartens,Pelayo Rodriguez,13.0,11.0,"6-1, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Noah Zamora,Emon Van Loben Sels,12.97,13.59,"6-2, 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,Tanner Povey,13.59,12.0,"6-4, 6-2"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Savriyan Danilov,13.43,13.4,"7-5, 7-6(2)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Savriyan Danilov,Gianluca Ballotta,13.4,12.0,"6-3, 4-6, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Lucca Liu,Aadarsh Tripathi,12.76,12.91,"3-6, 7-6(7), 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Aadarsh Tripathi,Niels Hoffmann,12.91,12.0,"6-4, 6-7(7), 6-0"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,Linus Carlsson Halldin,13.59,12.0,"6-0, 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Noah Zamora,13.43,12.97,"6-2, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Carson Lee,13.43,12.0,"6-1, 7-6(3)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Gianluca Ballotta,Oskar Jansson,12.0,12.0,"6-4, 6-2"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Dominique Rolland,13.43,12.0,"6-2, 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Sean Kamyshev,13.43,11.0,"6-1, 6-2"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,Diogo Morais,13.43,12.79,"6-2, 7-6(8)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Tristan Bradley,Giacomo Revelli,12.0,12.0,"6-4, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Giacomo Revelli,Huang RUINING,12.0,12.0,"6-2, 3-6, 7-6(10)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Savriyan Danilov,Emon Van Loben Sels,13.4,13.59,"6-2, 7-6(2)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,Bastiaan Weststrate,13.59,12.0,"6-1, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,Karl Lee,13.59,13.01,"6-3, 3-6, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Gianluca Ballotta,Charlie Underwood,12.0,12.0,"7-5, 6-2"
"ATP Challenger Sioux Falls, USA",2024-10-20,Strong Kirchheimer,Kaylan Bigun,12.96,13.24,"6-1, 6-1"
"ATP Challenger Sioux Falls, USA",2024-10-20,Borna GOJO,Rudy Quan,15.06,13.59,"4-6, 6-1, 6-1"
"ATP Challenger Fairfield, USA",2024-10-10,Ethan Quinn,Rudy Quan,14.85,13.59,"6-3, 2-6, 6-2"
"KPSF OPEN - $40,000",2024-10-08,Aadarsh Tripathi,Tommy Matsumine,12.91,10.0,"6-2, 6-2"
"KPSF OPEN - $40,000",2024-10-08,Aadarsh Tripathi,Giacomo Balli,12.91,7.0,"6-2, 6-0"
"KPSF OPEN - $40,000",2024-10-08,Derrick Chen,Aadarsh Tripathi,13.0,12.91,"6-3, 6-4"
"ATP Challenger Fairfield, USA",2024-10-08,Rudy Quan,Guy Den Ouden,13.59,14.51,"3-6, 6-3, 6-4"
"ATP Challenger Fairfield, USA",2024-10-06,Murphy Cassone,Kaylan Bigun,14.37,13.24,"6-4, 6-2"
"ATP Challenger Tiburon, USA",2024-09-30,Remy Bertola,Kaylan Bigun,13.91,13.24,"7-6(4), 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Alexander Hoogmartens,Wissam Abderrahman,13.0,12.0,"6-4, 1-6, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Jay Hara Friend,Rudy Quan,13.0,13.59,"5-7, 6-3, 6-0"
2024 ITA Men's All-American Championships,2024-09-28,Aadarsh Tripathi,Oscar Pinto Sansano,12.91,13.0,"6-3, 2-6, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Luca Staeheli,Aadarsh Tripathi,13.64,12.91,"6-2, 3-6, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Togan Tokac,Gianluca Ballotta,13.0,12.0,"6-7(7), 6-1, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,Adit Sinha,13.59,13.34,"7-5, 6-0"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,Aristotelis Thanos,13.59,13.67,"6-3, 7-5"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,Youcef RIHANE,13.59,12.0,"6-4, 6-2"
2024 ITA Men's All-American Championships,2024-09-28,Landon Ardila,Emon Van Loben Sels,12.0,13.59,"6-4, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Aristotelis Thanos,Spencer Johnson,13.67,13.43,"6-4, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Spencer Johnson,Oscar Pinto Sansano,13.43,13.0,"5-7, 6-4, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Max Sheldon,Alexander Hoogmartens,13.37,13.0,"3-6, 6-2, 6-2"
2024 ITA Men's All-American Championships,2024-09-28,Magnus Johnson,Giacomo Revelli,12.0,12.0,"6-1, 6-1"
2024 ITA Men's All-American Championships,2024-09-28,Emon Van Loben Sels,Arthus De La Bassetiere,13.59,12.0,"6-2, 7-5"
2024 ITA Men's All-American Championships,2024-09-28,Emon Van Loben Sels,Luka Petrovic,13.59,12.45,"6-3, 6-1"
"ATP Challenger Charleston, SC, USA",2024-09-22,Ryan Peniston,Kaylan Bigun,14.33,13.24,"6-3, 6-2"
Sherwood Collegiate Cup,2024-09-21,Daniil Kakhniuk,Leonard Von Bismarck,12.0,11.0,"1-6, 6-3, 6-3"
"ATP Challenger Las Vegas , USA",2024-09-13,Karue Sell,Kaylan Bigun,14.35,13.24,"6-2, 6-3"
"ATP Challenger Las Vegas , USA",2024-09-12,Kaylan Bigun,Patrick Maloney,13.24,13.82,"6-3, 6-4"
"ATP Challenger Las Vegas , USA",2024-09-10,Kaylan Bigun,Govind Nanda,13.24,13.59,"6-4, 6-4"
"ATP Challenger Las Vegas , USA",2024-09-09,Alex Rybakov,Spencer Johnson,13.78,13.43,"2-6, 6-1, 6-4"
"ATP Challenger Las Vegas , USA",2024-09-08,Spencer Johnson,Lorenzo Claverie,13.43,12.83,"4-6, 6-3, 7-6(5)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-08,Emon Van Loben Sels,Ilias Bouzoubaa,13.59,11.0,"6-2, 6-1"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-08,Emon Van Loben Sels,Victor Severo Castro,13.59,12.0,"6-1, 4-6, 1-0(7)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-07,Emon Van Loben Sels,Ian Nicodemus,13.59,10.0,"6-0, 6-3"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-07,Emon Van Loben Sels,Jovan Pedroza,13.59,10.0,"6-2, 6-2"
US Open Junior Tennis Championships,2024-09-06,Rudy Quan,Viktor Frydrych,13.59,12.0,"7-5, 6-1"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,Karim Bennani,13.24,13.0,"6-2, 6-2"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,Andreas Timini,13.24,12.76,"6-4, 6-2"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,Matthew Forbes,13.24,12.0,"6-2, 6-4"
US Open Junior Tennis Championships,2024-09-06,Rafael Jodar,Rudy Quan,14.38,13.59,"3-6, 6-4, 6-3"
US Open Junior Tennis Championships,2024-09-06,Rafael Jodar,Kaylan Bigun,14.38,13.24,"6-4, 6-7, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-25,Spencer Johnson,Nathan Fekadu,13.43,11.0,"6-3, 3-6, 1-0(5)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-25,Spencer Johnson,Sean Ferguson,13.43,11.0,"6-1, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-24,Spencer Johnson,Gary Jiang,13.43,11.0,"6-4, 6-2"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-24,Spencer Johnson,Maksim Nekrasov,13.43,11.0,"6-0, 7-5"
PTT $25K Boise Men,2024-08-23,Aleksandar Mitric,Cassius Chinlund,12.0,12.34,"6-1, 2-0"
M25 Arequipa,2024-08-21,Peter Bertran,Gianluca Ballotta,13.2,12.0,"6-4, 6-3"
US Open,2024-08-20,Valentin VACHEROT,Kaylan Bigun,14.66,13.24,"7-6(4), 6-4"
PTT $25K Japan Men,2024-08-17,Yuta Kikuchi,Emon Van Loben Sels,13.18,13.59,"6-3, 6-2"
PTT $25K Japan Men,2024-08-16,Emon Van Loben Sels,Ryo Minakata,13.59,11.0,"6-1, 6-4"
M25 Arequipa,2024-08-13,Matias Soto,Gianluca Ballotta,13.9,12.0,"6-3, 6-4"
USTA Boys' 16 & 18 National Championships,2024-08-01,Noah Johnston,Kaylan Bigun,12.92,13.24,"7-6(5), 7-6(5)"
USTA Boys' 16 & 18 National Championships,2024-08-01,Kaylan Bigun,Nicholas Meyers,13.24,11.0,"6-0, 6-1"
USTA Boys' 16 & 18 National Championships,2024-08-01,Kaylan Bigun,Nathan Gold,13.24,12.0,"6-1, 6-2"
M25 Edwardsville,2024-08-01,Kyle Kang,Aadarsh Tripathi,13.0,12.91,"1-6, 6-2, 6-1"
USTA Boys' 16 & 18 National Championships,2024-08-01,Calvin Baierl,Kaylan Bigun,12.0,13.24,
M25 Edwardsville,2024-07-31,Aadarsh Tripathi,Ezekiel Clark,12.91,13.42,"7-5, 7-5"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,Lorenzo Brunkow,12.34,12.0,"6-1, 6-2"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,Joseph Rotheram,12.34,11.0,"6-4, 6-1"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Gianluca Brunkow,Cassius Chinlund,13.0,12.34,"4-6, 6-1, 1-0(8)"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,Maximilian Carrier,13.24,11.0,"6-0, 6-3"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,Thomas FAUREL,13.24,13.53,"6-3, 6-4"
"The Junior Championships, Wimbledon",2024-07-13,Mees Rottgering,Kaylan Bigun,13.57,13.24,"7-6(3), 6-3"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,Amir Omarkhanov,13.24,13.04,"6-7, 6-0, 6-4"
M15 Lakewood,2024-07-12,Learner Tien,Rudy Quan,15.4,13.59,"6-4, 7-6(4)"
M15 Lakewood,2024-07-11,Kyle Kang,Spencer Johnson,13.0,13.43,"6-4, 7-6(5)"
M15 Lakewood,2024-07-11,Rudy Quan,Preston Stearns,13.59,13.08,"7-5, 4-6, 6-2"
M15 Lakewood,2024-07-10,Spencer Johnson,Christopher Papa,13.43,12.76,"6-1, 6-3"
M15 Lakewood,2024-07-10,Jelani Sarr,Emon Van Loben Sels,12.95,13.59,"5-7, 6-4, 6-0"
M15 Lakewood,2024-07-10,Jacob Brumm,Aadarsh Tripathi,12.81,12.91,"6-3, 6-1"
M15 Lakewood,2024-07-10,Rudy Quan,Ryan Dickerson,13.59,13.28,"4-6, 6-4, 6-0"
M15 Lakewood,2024-07-08,Jacob Bullard,Andrei Crabel,12.9,11.58,"6-2, 6-2"
M15 Lakewood,2024-07-05,Karue Sell,Emon Van Loben Sels,14.35,13.59,"6-2, 6-3"
M15 Lakewood,2024-07-04,Emon Van Loben Sels,Karl Lee,13.59,13.01,"1-6, 7-6(3), 6-1"
J300 Roehampton,2024-07-04,Kaylan Bigun,Gustavo Ribeiro de Almeida,13.24,13.0,"7-6(5), 6-3"
J300 Roehampton,2024-07-04,Kaylan Bigun,Andres Santamarta Roig,13.24,13.68,"6-3, 7-5"
J300 Roehampton,2024-07-04,Max Schoenhaus,Kaylan Bigun,13.22,13.24,"7-6(6), 4-6, 6-4"
M15 Lakewood,2024-07-03,Emon Van Loben Sels,Miles Jones,13.59,13.43,"6-3, 1-6, 6-4"
M15 Lakewood,2024-07-03,Stefan Dostanic,Spencer Johnson,14.03,13.43,"7-5, 6-1"
M15 Lakewood,2024-07-01,Jelani Sarr,Andrei Crabel,12.95,11.58,"6-2, 6-4"
M15 Rolling Hills Estates,2024-06-28,Colton Smith,Spencer Johnson,15.04,13.43,"7-6(6), 6-2"
M15 Rolling Hills Estates,2024-06-27,Spencer Johnson,Nathan Ponwith,13.43,12.98,"4-6, 6-3, 6-2"
M15 Rolling Hills Estates,2024-06-26,Bryce Nakashima,Emon Van Loben Sels,13.46,13.59,"5-7, 7-6(0), 6-4"
M15 Rolling Hills Estates,2024-06-26,Spencer Johnson,Arda Azkara,13.43,12.89,"7-6(5), 6-1"
M15 Rolling Hills Estates,2024-06-24,Braden Shick,Andrei Crabel,13.49,11.58,"6-0, 6-1"
M15 Rancho Santa Fe,2024-06-21,Jay Hara Friend,Aadarsh Tripathi,13.0,12.91,"4-6, 6-3, 7-6(3)"
M15 Rancho Santa Fe,2024-06-20,Aadarsh Tripathi,Strong Kirchheimer,12.91,12.96,"2-6, 7-5, 6-3"
M15 Rancho Santa Fe,2024-06-19,Aadarsh Tripathi,Colton Smith,12.91,15.04,"6-1, 7-5"
M15 Rancho Santa Fe,2024-06-17,Christopher Bulus,Andrei Crabel,13.17,11.58,"6-2, 6-2"
M15 Rancho Santa Fe,2024-06-17,Noah Zamora,Emon Van Loben Sels,12.97,13.59,"4-6, 6-4, 1-0(9)"
M15 San Diego,2024-06-10,Jay Hara Friend,Andrei Crabel,13.0,11.58,"6-1, 6-3"
M15 Santo Domingo,2024-06-10,Spencer Gray,Cassius Chinlund,12.44,12.34,6-3
M15 Santo Domingo,2024-06-09,Cassius Chinlund,Enrique Pena,12.34,11.84,"6-2, 6-1"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Henry Bernet,13.24,13.74,"6-2, 5-7, 6-4"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Timeo Trufelli,13.24,12.0,"6-1, 6-2"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Miguel Tobon,13.24,13.11,"6-4, 6-1"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Tomasz Berkieta,13.24,13.38,"4-6, 6-3, 6-3"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Joel Schwaerzler,13.24,13.78,"2-6, 6-3, 6-4"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,Viktor Frydrych,13.24,12.0,"6-1, 6-3"
M15 Santo Domingo,2024-06-05,Jelani Sarr,Cassius Chinlund,12.95,12.34,"6-4, 6-3"
"ATP Challenger Tyler, USA",2024-06-04,Alexis GALARNEAU,Rudy Quan,14.25,13.59,"6-2, 7-5"
M15 San Diego,2024-06-04,Alexander Petrov,Emon Van Loben Sels,12.74,13.59,"6-3, 6-3"
M15 Santo Domingo,2024-06-04,Cassius Chinlund,Bradley PALISKA,12.34,12.0,"6-4, 6-1"
M15 San Diego,2024-06-03,Sebastian Gorzny,Aadarsh Tripathi,13.43,12.91,"6-7, 7-5, 1-0(9)"
M15 San Diego,2024-06-03,Emon Van Loben Sels,Perry Gregg,13.59,12.32,"6-2, 4-1"
M15 San Diego,2024-06-03,Ryan Dickerson,Andrei Crabel,13.28,11.58,"6-0, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-06-01,Masato Perera,Aadarsh Tripathi,12.0,12.91,"7-5, 2-6, 1-0(3)"
"ATP Challenger Little Rock, USA",2024-05-31,Yuta SHIMIZU,Rudy Quan,14.04,13.59,"6-4, 6-3"
M15 San Diego,2024-05-30,Jacob Brumm,Spencer Johnson,12.81,13.43,"6-3, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,Alex Fuchs,12.91,12.0,"7-5, 7-6(4)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,Hayden Rand,12.91,10.0,"6-1, 6-4"
"ATP Challenger Little Rock, USA",2024-05-30,Rudy Quan,Andres Andrade,13.59,13.98,"6-3, 3-6, 6-3"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,Lucca Liu,12.91,12.76,"6-2, 7-5"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,Adrien Abarca,12.91,11.0,"6-2, 6-3"
M15 San Diego,2024-05-29,Spencer Johnson,Arda Azkara,13.43,12.89,"5-7, 6-3, 6-2"
"ATP Challenger Little Rock, USA",2024-05-28,Rudy Quan,Stefan Kozlov,13.59,14.37,"6-1, 7-5"
M15 San Diego,2024-05-27,Ryan Dickerson,Andrei Crabel,13.28,11.58,"6-2, 6-0"
J500 Milan,2024-05-25,Kaylan Bigun,Henry Bernet,13.24,13.74,"6-4, 7-6(4)"
J500 Milan,2024-05-25,Kaylan Bigun,Daniele Rapagnetta,13.24,12.99,"6-2, 6-2"
J500 Milan,2024-05-25,Kaylan Bigun,Balthazar Huss,13.24,11.0,"6-0, 6-2"
J500 Milan,2024-05-25,Kaylan Bigun,Alexander Vasilev,13.24,13.27,"7-6(2), 6-4"
J500 Milan,2024-05-25,Kaylan Bigun,Jangjun Kim,13.24,12.0,"6-3, 6-3"
J500 Milan,2024-05-25,Kaylan Bigun,Mees Rottgering,13.24,13.57,"7-5, 4-6, 6-3"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Emon Van Loben Sels,Gregory Gamal,13.59,11.0,"6-2, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,Emon Van Loben Sels,12.91,13.59,"7-5, 1-6, 1-0(13)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Emon Van Loben Sels,Kristian Sharma,13.59,10.0,"6-1, 6-0"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,John Rado,12.91,11.0,"6-1, 7-6(2)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,Emon Van Loben Sels,12.91,13.59,"7-5, 1-6, 1-0(13)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,Joseph Lizardo,12.91,9.0,"6-2, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,Beto Carlon,12.91,9.0,"6-2, 6-2"
