serve_state,side,return_in,return_won,best_return_zone,best_return_stroke,cross_placement_count,middle_placement_count,line_placement_count,cross_placement_won,middle_placement_won,line_placement_won,inside_contact_count,mid_contact_count,deep_contact_count,inside_contact_won,mid_contact_won,deep_contact_won
first,deuce,85%,52%,Middle,FH,22,59,35,31.8%,50.8%,48.6%,39,61,16,41.0%,45.9%,62.5%
