Serve State,Stroke,Result,Hit Side,Hit Zone,Hit (x),Hit (y),Bounce (x),Bounce (y),Point Winner,shotContactX,shotContactY,shotLocationX,shotLocationY,return_zone_original,return_zone,return_contact
second,Forehand,Net,far,deuce,-149.29318132100775,435.74265091841,-65.3391130795813,157.43286307953375,guest,149.29318132100775,-435.74265091841,65.3391130795813,0.0,Down the Line,Down the Line,inside
second,Forehand,host,far,deuce,-157.74091207340933,442.9194881887475,-67.69162292209977,-369.22550306192653,host,157.74091207340933,-442.9194881887475,67.69162292209977,369.22550306192653,Down the Line,Down the Line,inside
second,Backhand,Out,near,deuce,58.760345581771915,-416.49376093591786,-159.75015857384574,413.4241032368817,guest,58.760345581771915,-416.49376093591786,-159.75015857384574,413.4241032368817,Cross Court,Cross Court,inside
second,Backhand,Net,far,deuce,-78.49664807520006,496.14769794375064,-64.32987751527735,14.484771434813165,guest,78.49664807520006,-496.14769794375064,64.32987751527735,0.0,Down the Line,Down the Line,mid
second,Backhand,guest,near,deuce,54.087937445291395,-433.83778433923345,-43.20861767276858,380.28533464547286,guest,54.087937445291395,-433.83778433923345,-43.20861767276858,380.28533464547286,Middle,Middle,inside
second,Forehand,host,far,deuce,-148.69511154847962,478.803674540435,-95.61897419067677,-247.71295931745732,host,148.69511154847962,-478.803674540435,95.61897419067677,247.71295931745732,Down the Line,Down the Line,mid
second,Forehand,guest,near,deuce,143.7610072177735,-419.48410979855845,21.18920056866797,192.32568897627863,guest,143.7610072177735,-419.48410979855845,21.18920056866797,192.32568897627863,Middle,Middle,inside
second,Backhand,host,near,deuce,33.41715332456717,-441.9117071301304,-114.26937335952103,335.44556539790193,host,33.41715332456717,-441.9117071301304,-114.26937335952103,335.44556539790193,Cross Court,Cross Court,inside
second,Backhand,Out,far,deuce,-50.01359908133899,453.68474409425374,256.3698709534984,-156.64704724401355,guest,50.01359908133899,-453.68474409425374,-256.3698709534984,156.64704724401355,Cross Court,Cross Court,inside
second,Backhand,host,far,deuce,-74.8708716097601,500.3341863514475,-50.30844269463718,-388.3391622920129,host,74.8708716097601,-500.3341863514475,50.30844269463718,388.3391622920129,Middle,Middle,mid
second,Forehand,guest,near,deuce,139.94832677158124,-449.68661417299603,-37.0474081364638,449.0104986874322,guest,139.94832677158124,-449.68661417299603,-37.0474081364638,449.0104986874322,Middle,Middle,inside
second,Forehand,guest,near,deuce,179.12191601040615,-431.1464512246242,24.756528871378286,123.23617125977886,guest,179.12191601040615,-431.1464512246242,24.756528871378286,123.23617125977886,Middle,Middle,inside
second,Forehand,host,far,deuce,-172.84216426062812,529.6396052053257,93.02275809269035,-243.05551727896457,host,172.84216426062812,-529.6396052053257,-93.02275809269035,243.05551727896457,Cross Court,Cross Court,deep
second,Backhand,Net,far,deuce,-71.69361876636717,472.22490704262566,-14.774179790018614,153.46956474182795,host,71.69361876636717,-472.22490704262566,14.774179790018614,0.0,Middle,Middle,mid
second,Forehand,host,far,deuce,-167.75855205590636,509.3052329393694,-84.82420713031487,-307.5948436131394,host,167.75855205590636,-509.3052329393694,84.82420713031487,307.5948436131394,Down the Line,Down the Line,mid
second,Backhand,host,far,deuce,-61.60118657039688,453.08667432172564,-56.65797244091561,-209.97623031485216,host,61.60118657039688,-453.08667432172564,56.65797244091561,209.97623031485216,Down the Line,Down the Line,inside
second,Forehand,guest,near,deuce,173.29072615914058,-467.3296916008085,-8.879336176723323,262.4753499561198,guest,173.29072615914058,-467.3296916008085,-8.879336176723323,262.4753499561198,Middle,Middle,mid
second,Backhand,host,near,deuce,48.526826334183156,-439.01195866119053,72.8966097987375,345.3535050304428,host,48.526826334183156,-439.01195866119053,72.8966097987375,345.3535050304428,Down the Line,Down the Line,inside
second,Backhand,host,far,deuce,-1.0859798775147496,486.11834536282856,89.0916885388866,-325.73892169711957,host,1.0859798775147496,-486.11834536282856,-89.0916885388866,325.73892169711957,Cross Court,Cross Court,mid
second,Forehand,host,near,deuce,79.51235236216364,-399.85218722639013,-38.39833770776669,419.92371500415754,host,79.51235236216364,-399.85218722639013,-38.39833770776669,419.92371500415754,Middle,Middle,inside
second,Forehand,host,far,deuce,-107.51958661411767,533.8897473750523,32.07529527557398,-338.13383639527586,host,107.51958661411767,-533.8897473750523,-32.07529527557398,338.13383639527586,Middle,Middle,deep
second,Backhand,host,near,deuce,47.39724956253019,-400.40597112840203,36.845499781258304,377.818952318265,host,47.39724956253019,-400.40597112840203,36.845499781258304,377.818952318265,Middle,Middle,inside
second,Backhand,host,far,deuce,-41.32798009621662,539.4842355640258,-120.54326881008646,-278.9851377951315,host,41.32798009621662,-539.4842355640258,120.54326881008646,278.9851377951315,Down the Line,Down the Line,deep
second,Backhand,guest,far,deuce,-17.90852471565129,491.07082239694665,22.425721784765315,-188.00102252833682,guest,17.90852471565129,-491.07082239694665,-22.425721784765315,188.00102252833682,Middle,Middle,mid
second,Backhand,host,near,deuce,32.28275371826854,-408.69592629025254,-27.18164916883985,326.0662620295778,host,32.28275371826854,-408.69592629025254,-27.18164916883985,326.0662620295778,Middle,Middle,inside
second,Backhand,guest,far,deuce,-63.96475831142802,477.7188046804181,-46.24528105859378,-324.5760061240668,guest,63.96475831142802,-477.7188046804181,46.24528105859378,324.5760061240668,Middle,Middle,mid
second,Backhand,host,near,deuce,51.015409011347224,-409.52510936111827,2.568197725283013,307.85516185460915,host,51.015409011347224,-409.52510936111827,2.568197725283013,307.85516185460915,Middle,Middle,inside
second,Backhand,guest,far,deuce,-9.94908683289075,467.4873523619632,46.04490376200596,-324.8211668852215,guest,9.94908683289075,-467.4873523619632,-46.04490376200596,324.8211668852215,Middle,Middle,mid
second,Backhand,host,far,deuce,-21.024267279079254,519.8860728343772,20.29291885388278,-214.93291776016892,host,21.024267279079254,-519.8860728343772,-20.29291885388278,214.93291776016892,Middle,Middle,deep
second,Backhand,host,near,deuce,32.708579396308565,-400.57036854747463,31.20871609797163,198.61045494302948,host,32.708579396308565,-400.57036854747463,31.20871609797163,198.61045494302948,Middle,Middle,inside
second,Forehand,guest,far,deuce,-18.722818241460143,490.1833442692131,-65.67284558176836,-194.91819225711714,guest,18.722818241460143,-490.1833442692131,65.67284558176836,194.91819225711714,Down the Line,Down the Line,mid
second,Backhand,host,near,deuce,55.17674978124884,-454.3750601484967,-59.16064085736227,170.76103455809204,host,55.17674978124884,-454.3750601484967,-59.16064085736227,170.76103455809204,Cross Court,Cross Court,inside
second,Forehand,host,far,deuce,-103.1424431320552,498.92940179326814,-143.44101596668006,-273.078237095222,host,103.1424431320552,-498.92940179326814,143.44101596668006,273.078237095222,Down the Line,Down the Line,mid
second,Backhand,host,far,deuce,-42.64220253716082,515.9909448816232,25.54092847767709,-91.82420713031127,host,42.64220253716082,-515.9909448816232,-25.54092847767709,91.82420713031127,Middle,Middle,deep
second,Forehand,host,near,deuce,113.03518700781562,-385.3941327644553,-64.36983814519859,370.9407863077698,host,113.03518700781562,-385.3941327644553,-64.36983814519859,370.9407863077698,Cross Court,Cross Court,inside
second,Backhand,host,near,deuce,28.931610892373502,-422.1754046367023,-37.87907917758323,317.1110618983488,host,28.931610892373502,-422.1754046367023,-37.87907917758323,317.1110618983488,Middle,Middle,inside
