serve_state,side,return_in,return_won,best_return_zone,best_return_stroke,cross_placement_count,middle_placement_count,line_placement_count,cross_placement_won,middle_placement_won,line_placement_won,inside_contact_count,mid_contact_count,deep_contact_count,inside_contact_won,mid_contact_won,deep_contact_won
second,deuce,89%,64%,Middle,BH,9,25,29,55.6%,64.0%,62.1%,32,24,7,65.6%,66.7%,28.6%
