fastest_return,favorite_zone,favorite_stroke,min,sec,first_serve_returns_won,second_serve_returns_won,return_games_won,breakpoints_converted,return_rating,total_returns_won,forehand_ratio,backhand_ratio
84,Middle,BH,4,31,+39.9%,+59.0%,+41.3%,+46.7%,186.9,51%,43%,57%
