serve_state,side,return_in,return_won,best_return_zone,best_return_stroke,cross_placement_count,middle_placement_count,line_placement_count,cross_placement_won,middle_placement_won,line_placement_won,inside_contact_count,mid_contact_count,deep_contact_count,inside_contact_won,mid_contact_won,deep_contact_won
first,ad,83%,56%,Cross,BH,41,46,19,51.2%,50.0%,42.1%,22,61,23,59.1%,44.3%,52.2%
