Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score,Searched Name
"NEWPORT BEACH $4,000 PRIZE MONEY + WILD CARD TOURNAMENT (Nov 14-15) NEWSFLASH:WTA_PLAYERS_ARE_BACK_PLAYING_AT_TTC",2020-11-15,Andy Nguyen,13.0,Matthew Robinson,11.0,"1-6, 7-6(1), 1-0(6)",Andy Nguyen
"NEWPORT BEACH $4,000 PRIZE MONEY + WILD CARD TOURNAMENT (Nov 14-15) NEWSFLASH:WTA_PLAYERS_ARE_BACK_PLAYING_AT_TTC",2020-11-15,Andy Nguyen,13.0,Lincoln Bellamy,0.0,"6-4, 6-1",Andy Nguyen
"NEWPORT BEACH $4,000 PRIZE MONEY + WILD CARD TOURNAMENT (Nov 14-15) NEWSFLASH:WTA_PLAYERS_ARE_BACK_PLAYING_AT_TTC",2020-11-14,Andy Nguyen,13.0,David Martirosian,12.0,"3-6, 6-2, 1-0(2)",Andy Nguyen
"L2 The Orange County/J.P. Yamasaki Closed, Anaheim",2020-10-25,Andy Nguyen,13.0,Daniel Day,0.0,"7-6, 2-6, 1-0(9)",Andy Nguyen
"L2 The Orange County/J.P. Yamasaki Closed, Anaheim",2020-10-25,Andy Nguyen,13.0,Timothy Quest,0.0,"6-4, 6-2",Andy Nguyen
"L2 The Orange County/J.P. Yamasaki Closed, Anaheim",2020-10-25,Chase Thompson,12.0,Andy Nguyen,13.0,"6-3, 6-3",Andy Nguyen
"NEWPORT BEACH $4,000 PRIZE MONEY + WILD CARD TOURNAMENT (October 3-5)",2020-10-03,Alexander Stater,11.0,Andy Nguyen,13.0,"6-2, 6-2",Andy Nguyen
"NEWPORT BEACH $4,000 PRIZE MONEY + WILD CARD TOURNAMENT (October 3-5)",2020-10-03,Andy Nguyen,13.0,Ian Habbestad,0.0,"7-6(4), 6-3",Andy Nguyen
"NEWPORT BEACH $2,000 PRIZE MONEY + *WILD CARD EVENT (AUGUST 29-31)",2020-08-29,Aditya Gupta,11.0,Andy Nguyen,13.0,"6-1, 7-5",Andy Nguyen
"NEWPORT BEACH $2,000 PRIZE MONEY + *WILD CARD EVENT (AUGUST 29-31)",2020-08-29,Andy Nguyen,13.0,Avi Carson,0.0,"6-1, 6-2",Andy Nguyen
"NEWPORT BEACH $2,000 PRIZE MONEY + *WILD CARD EVENT (AUGUST 8-10)",2020-08-09,Stefan Dostanic,14.45,Andy Nguyen,13.0,"6-1, 6-1",Andy Nguyen
"Jackson-Bridge Tennis Academy $3,000 PRIZE MONEY TOURNAMENT $$$",2020-07-12,Emilio Nava,14.95,Andy Nguyen,13.0,"6-4, 6-2",Andy Nguyen
"Jackson-Bridge Tennis Academy $3,000 PRIZE MONEY TOURNAMENT $$$",2020-07-11,Andy Nguyen,13.0,Michael Seversen,12.0,"6-1, 6-3",Andy Nguyen
"Jackson-Bridge Tennis Academy $3,000 PRIZE MONEY TOURNAMENT $$$",2020-07-11,Andy Nguyen,13.0,Emin Torlic,0.0,"6-3, 6-2",Andy Nguyen
"USTA National Level 2 Tournament - Long Beach, CA",2020-02-09,John Kim,12.0,Andy Nguyen,13.0,"6-3, 6-2",Andy Nguyen
"USTA National Level 2 Tournament - Long Beach, CA",2020-02-09,Caleb Saltz,12.0,Andy Nguyen,13.0,"3-6, 6-4, 1-0(6)",Andy Nguyen
L2 Fullerton Closed,2020-02-01,Andy Nguyen,13.0,William Hsieh,12.0,"6-2, 6-2",Andy Nguyen
L2 Fullerton Closed,2020-02-01,Andy Nguyen,13.0,Eduardo Gonzalez,11.0,"6-2, 6-0",Andy Nguyen
L2 Fullerton Closed,2020-02-01,Andy Nguyen,13.0,Yihao Huai,0.0,"6-2, 6-4",Andy Nguyen
L2 Fullerton Closed,2020-02-01,Andy Nguyen,13.0,Conrad Brown,12.0,"6-4, 6-1",Andy Nguyen
L2 Fullerton Closed,2020-02-01,Alex Michelsen,15.43,Andy Nguyen,13.0,"6-3, 6-3",Andy Nguyen
"L1 Henry Talbert Closed, Palm Desert",2020-01-19,Lawee Sherif,0.0,Andy Nguyen,13.0,"6-4, 6-4",Andy Nguyen
"L1 Henry Talbert Closed, Palm Desert",2020-01-19,Andy Nguyen,13.0,Andrew Mendelson,11.0,"6-1, 6-2",Andy Nguyen
"L1 Henry Talbert Closed, Palm Desert",2020-01-19,Yihao Huai,0.0,Andy Nguyen,13.0,"6-2, 6-3",Andy Nguyen
"USTA SoCal ""Dynamic Duo"" Junior Tournament (Level 3)",2019-12-14,Andy Nguyen,13.0,Eric Kats,10.0,"6-1, 2-6, 1-0(7)",Andy Nguyen
"USTA SoCal ""Dynamic Duo"" Junior Tournament (Level 3)",2019-12-14,Andy Nguyen,13.0,Michael Blando,0.0,"6-3, 6-4",Andy Nguyen
"USTA SoCal ""Dynamic Duo"" Junior Tournament (Level 3)",2019-12-14,Andy Nguyen,13.0,Spencer Cinco,10.0,"6-4, 6-3",Andy Nguyen
"USTA SoCal ""Dynamic Duo"" Junior Tournament (Level 3)",2019-12-14,Matthew Lanahan,0.0,Andy Nguyen,13.0,"6-0, 7-6",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Andy Nguyen,13.0,Kushal Pallaka,0.0,"6-1, 6-0",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Andy Nguyen,13.0,Kane Kelley,10.0,"6-4, 6-2",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Chase Thompson,12.0,Andy Nguyen,13.0,"6-3, 6-1",Andy Nguyen
USTA National Level 2 Tournament,2019-10-13,Ethan Quinn,15.24,Andy Nguyen,13.0,"6-2, 6-1",Andy Nguyen
USTA National Level 2 Tournament,2019-10-13,Dylan Charlap,12.0,Andy Nguyen,13.0,"6-4, 4-6, 1-0(6)",Andy Nguyen
USTA National Level 2 Tournament,2019-10-13,Andy Nguyen,13.0,Nicholas Chen,11.0,"6-3, 5-7, 1-0(4)",Andy Nguyen
USTA National Level 2 Tournament,2019-10-13,Andy Nguyen,13.0,Hayden Rand,0.0,"6-3, 6-1",Andy Nguyen
34th  Annual Los Caballeros Junior Tournament (Level 3),2019-09-15,Phillip Otero,0.0,Andy Nguyen,13.0,"6-3, 6-7, 1-0(6)",Andy Nguyen
11th Annual Jim Buck Team Jr Tournament (BG 16's - Costa Mesa Tennis Center) (Level 1),2019-08-31,Andy Nguyen,13.0,Ethan Schiffman,12.0,"3-6, 7-6, 1-0(5)",Andy Nguyen
11th Annual Jim Buck Team Jr Tournament (BG 16's - Costa Mesa Tennis Center) (Level 1),2019-08-31,AJ Moore,12.0,Andy Nguyen,13.0,"6-3, 6-3",Andy Nguyen
11th Annual Jim Buck Team Jr Tournament (BG 16's - Costa Mesa Tennis Center) (Level 1),2019-08-31,Alex Michelsen,15.43,Andy Nguyen,13.0,"6-3, 7-5",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Andy Nguyen,13.0,Alexander Frantzis,0.0,"7-6(4), 6-4",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Nikita Filin,13.71,Andy Nguyen,13.0,"6-3, 6-1",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Andy Nguyen,13.0,Adhithya Ganesan,13.54,"6-2, 2-6, 6-3",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Andy Nguyen,13.0,Jesper Ohlson,0.0,,Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Andrew Delgado,13.1,Andy Nguyen,13.0,,Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Carson Baker,12.66,Andy Nguyen,13.0,,Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.0,Zane Ford,0.0,,Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Dylan Tsoi,12.0,Andy Nguyen,13.0,"6-4, 6-4",Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.0,Alan Ton,12.0,"6-3, 6-1",Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.0,Daniel Kong,11.0,"4-6, 6-2, 1-0(12)",Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.0,Emon Van Loben Sels,13.4,"6-2, 6-2",Andy Nguyen
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.0,Petro Kuzmenok,13.0,"6-2, 6-0",Andy Nguyen
USTA Intersectional Team Championship - BG14,2019-07-09,Dylan Tsoi,12.0,Andy Nguyen,13.0,"6-3, 7-6(4)",Andy Nguyen
USTA Intersectional Team Championship - BG14,2019-07-09,Andy Nguyen,13.0,Nikita Filin,13.71,"6-0, 6-1",Andy Nguyen
USTA Intersectional Team Championship - BG14,2019-07-09,Andy Nguyen,13.0,Conner Kurata,0.0,"6-1, 6-0",Andy Nguyen
USTA Intersectional Team Championship - BG14,2019-07-09,Andy Nguyen,13.0,Rocco Mendez,10.0,"6-2, 6-1",Andy Nguyen
USTA Intersectional Team Championship - BG14,2019-07-09,Andy Nguyen,13.0,Maxim Michaels,11.0,"6-0, 6-2",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,Maximilian Wuelfing,13.0,"7-6, 6-1",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,Lucas Coriaty,10.0,"6-3, 6-1",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,Jonathan Soeth,0.0,"6-0, 6-0",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,Franklin Liu,0.0,"6-2, 6-1",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,Yihao Huai,0.0,"6-0, 6-2",Andy Nguyen
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andy Nguyen,13.0,William Hsieh,12.0,"6-1, 7-6",Andy Nguyen
39th Woody Hunt South Bay Junior Tournament (Level 2),2019-06-01,Hunter Leija,0.0,Andy Nguyen,13.0,"6-4, 6-1",Andy Nguyen
39th Woody Hunt South Bay Junior Tournament (Level 2),2019-06-01,Andy Nguyen,13.0,Vahag Pashayan ,0.0,"6-3, 6-3",Andy Nguyen
USTA National Boys16 Level 3 at Anaheim Tennis Center,2019-05-05,Andy Nguyen,13.0,Dominique Rolland,13.06,"6-3, 6-1",Andy Nguyen
USTA National Boys16 Level 3 at Anaheim Tennis Center,2019-05-05,Andy Nguyen,13.0,Phillip Otero,0.0,"5-7, 7-5, 1-0(7)",Andy Nguyen
USTA National Boys16 Level 3 at Anaheim Tennis Center,2019-05-05,Russell Soohoo,12.0,Andy Nguyen,13.0,"6-4, 7-5",Andy Nguyen
USTA National Boys16 Level 3 at Anaheim Tennis Center,2019-05-05,Nathan Caoile,11.0,Andy Nguyen,13.0,,Andy Nguyen
USTA National Boys16 Level 3 at Anaheim Tennis Center,2019-05-05,Andy Nguyen,13.0,Sebastien Naginski,9.0,"6-4, 6-1",Andy Nguyen
"USTA National Level 3 Tournament - Long Beach, CA",2019-04-21,Andy Nguyen,13.0,Roshan Morey,0.0,,Andy Nguyen
"USTA National Level 3 Tournament - Long Beach, CA",2019-04-21,Gianluca Brunkow,13.63,Andy Nguyen,13.0,"4-6, 6-0, 1-0(6)",Andy Nguyen
"USTA National Level 3 Tournament - Long Beach, CA",2019-04-21,Alexander Chang,13.11,Andy Nguyen,13.0,"3-6, 6-2, 6-1",Andy Nguyen
USTA International Spring Championships,2019-04-06,Jonas Corona,0.0,Andy Nguyen,13.0,"7-6(6), 6-3",Andy Nguyen
74th Annual Fullerton Junior Closed Tournament (Level 2),2019-03-30,Andy Nguyen,13.0,Luca Lovrich,0.0,8-5,Andy Nguyen
74th Annual Fullerton Junior Closed Tournament (Level 2),2019-03-30,Andy Nguyen,13.0,Eugenio Gonzalez,12.53,8-5,Andy Nguyen
74th Annual Fullerton Junior Closed Tournament (Level 2),2019-03-30,Noah Zamora,13.38,Andy Nguyen,13.0,8-2,Andy Nguyen
74th Annual Fullerton Junior Closed Tournament (Level 2),2019-03-30,Andy Nguyen,13.0,Angelino Mollo,0.0,,Andy Nguyen
USTA National Championships - Easter Bowl,2019-03-29,Kai Mills,11.0,Andy Nguyen,13.0,,Andy Nguyen
USTA National Championships - Easter Bowl,2019-03-29,Chad Miller,12.0,Andy Nguyen,13.0,"4-6, 6-0, 6-0",Andy Nguyen
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Andy Nguyen,13.0,Russell Soohoo,12.0,"7-5, 6-0",Andy Nguyen
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Conrad Brown,12.0,Andy Nguyen,13.0,"6-3, 3-6, 1-0",Andy Nguyen
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Andy Nguyen,13.0,Nathan Beerman,0.0,"6-3, 7-5",Andy Nguyen
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Andy Nguyen,13.0,Adiran Solorzano,12.0,"6-2, 6-3",Andy Nguyen
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Andy Nguyen,13.0,Hayden Rand,0.0,"6-1, 6-2",Andy Nguyen
USTA National Level 2 Tournament,2019-02-17,Kurt Miller,11.0,Andy Nguyen,13.0,"7-5, 6-0",Andy Nguyen
USTA National Level 2 Tournament,2019-02-17,Andy Nguyen,13.0,Patrick Flanagan,0.0,"6-1, 6-0",Andy Nguyen
USTA National Level 2 Tournament,2019-02-17,Andy Nguyen,13.0,Nathan Blakey,11.0,"6-3, 6-0",Andy Nguyen
USTA National Level 2 Tournament,2019-02-17,Andy Nguyen,13.0,Alex Michelsen,15.43,4-1,Andy Nguyen
USTA National Level 2 Tournament,2019-02-17,Andy Nguyen,13.0,Joseph Phillips,12.0,,Andy Nguyen
USTA National Level 3,2019-01-27,Andy Nguyen,13.0,Adam Chodur,12.0,"6-3, 6-1",Andy Nguyen
USTA National Level 3,2019-01-27,Andy Nguyen,13.0,Avery Tallakson,12.0,"6-0, 6-4",Andy Nguyen
USTA National Level 3,2019-01-27,Andy Nguyen,13.0,Anonymous Player,0.0,"6-3, 6-4",Andy Nguyen
USTA National Level 3,2019-01-27,Andy Nguyen,13.0,Lucas Coriaty,10.0,"6-2, 6-2",Andy Nguyen
USTA National Level 3,2019-01-27,Andy Nguyen,13.0,Alex Michelsen,15.43,"6-3, 4-6, 1-0(7)",Andy Nguyen
5th Annual Henry Talbert Junior Championships (Level 1),2019-01-20,Andy Nguyen,13.0,Dylan Charlap,12.0,"6-7(7), 6-1, 6-3",Andy Nguyen
5th Annual Henry Talbert Junior Championships (Level 1),2019-01-20,Andy Nguyen,13.0,Alex Michelsen,15.43,"6-3, 6-0",Andy Nguyen
5th Annual Henry Talbert Junior Championships (Level 1),2019-01-20,Andy Nguyen,13.0,Michael Seversen,12.0,"6-0, 6-0",Andy Nguyen
5th Annual Henry Talbert Junior Championships (Level 1),2019-01-20,Andy Nguyen,13.0,Lucas Coriaty,10.0,,Andy Nguyen
5th Annual Henry Talbert Junior Championships (Level 1),2019-01-20,Andy Nguyen,13.0,Maximilian Wuelfing,13.0,"6-2, 1-0",Andy Nguyen
USTA National Winter Championships,2019-01-01,Evan Wen,12.0,Andy Nguyen,13.0,"7-6(3), 6-2",Andy Nguyen
USTA National Winter Championships,2019-01-01,Andy Nguyen,13.0,Marko Mesarovic,12.97,"6-3, 7-6(4)",Andy Nguyen
USTA National Winter Championships,2019-01-01,Andy Nguyen,13.0,Edward Wang,11.0,"6-0, 6-1",Andy Nguyen
USTA National Winter Championships,2019-01-01,Landon Ardila,13.32,Andy Nguyen,13.0,"2-6, 6-3, 1-0(6)",Andy Nguyen
"California Championships $30,000 Presented by UTR Powered by Oracle",2018-12-16,David Woodland,10.0,Andy Nguyen,13.0,"3-4(7), 4-1, 1-0(5)",Andy Nguyen
2018 USTA B14 National Indoor Championships,2018-11-25,Allen Gong,11.0,Andy Nguyen,13.0,"7-5, 4-6, 1-0(10)",Andy Nguyen
2018 USTA B14 National Indoor Championships,2018-11-25,Andy Nguyen,13.0,Akshay Joshi,10.0,"6-2, 6-1",Andy Nguyen
2018 USTA B14 National Indoor Championships,2018-11-25,Andy Nguyen,13.0,Carson Baker,12.66,"6-4, 6-4",Andy Nguyen
2018 USTA B14 National Indoor Championships,2018-11-25,Max Litton,10.0,Andy Nguyen,13.0,"6-3, 6-4",Andy Nguyen
2018 USTA B14 National Indoor Championships,2018-11-25,Andy Nguyen,13.0,Piotr Andrzejewski,12.0,"6-1, 7-5",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Jack Hanna,11.0,"6-3, 6-3",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Anonymous Player,0.0,"6-1, 7-5",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Caleb Saltz,12.0,"6-2, 6-1",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Ethan Schiffman,12.0,"6-4, 6-4",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Nathan Tam,10.0,"6-2, 6-3",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Andy Nguyen,13.0,Daniel Petroff,0.0,"7-6, 6-0",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,Dylan Charlap,12.0,"6-4, 6-4",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,Alan Ton,12.0,"6-3, 2-6, 1-0(5)",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,Daniel Petroff,0.0,"6-0, 6-7, 1-0(9)",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,William Hsieh,12.0,"6-1, 7-5",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,Thiago Canessa,11.0,"6-2, 6-0",Andy Nguyen
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andy Nguyen,13.0,Yihao Huai,0.0,"6-3, 4-0",Andy Nguyen
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Andy Nguyen,13.0,Eduardo Gonzalez,11.0,"6-2, 6-1",Andy Nguyen
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Jack Casey,0.0,Andy Nguyen,13.0,"6-1, 6-7(7), 1-0(7)",Andy Nguyen
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Andy Nguyen,13.0,Guilherme Padilha,0.0,"6-3, 6-1",Andy Nguyen
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Andy Nguyen,13.0,Martin Mazev,11.0,"5-7, 7-6(3), 1-0(6)",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2018-07-22,Andy Nguyen,13.0,Andrew Hayduke II,12.0,"6-1, 6-1",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2018-07-22,Andy Nguyen,13.0,Carson Lee,12.0,"6-4, 6-0",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2018-07-22,Alan Ton,12.0,Andy Nguyen,13.0,"6-1, 3-6, 6-4",Andy Nguyen
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Chase Thompson,12.0,Andy Nguyen,13.0,"6-2, 6-3",Andy Nguyen
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Andy Nguyen,13.0,ANDY HESS,0.0,"7-5, 6-7(7), 6-2",Andy Nguyen
Spearman Clubs Classic (Level 3 National),2018-04-22,Andy Nguyen,13.0,Matthew Wehrle,0.0,"6-0, 6-3",Andy Nguyen
Spearman Clubs Classic (Level 3 National),2018-04-22,Michael Rafael,10.0,Andy Nguyen,13.0,"6-3, 6-2",Andy Nguyen
Spearman Clubs Classic (Level 3 National),2018-04-22,Andy Nguyen,13.0,Guilherme Padilha,0.0,"5-7, 6-0, 1-0(1)",Andy Nguyen
Spearman Clubs Classic (Level 3 National),2018-04-22,Andy Nguyen,13.0,Kane Kelley,10.0,"7-5, 6-2",Andy Nguyen
Spearman Clubs Classic (Level 3 National),2018-04-22,Dominique Rolland,13.06,Andy Nguyen,13.0,,Andy Nguyen
61st Annual Long Beach Junior Tournament (Level 3),2018-02-24,Andy Nguyen,13.0,Jonathan Mcmillan,0.0,"6-2, 6-4",Andy Nguyen
61st Annual Long Beach Junior Tournament (Level 3),2018-02-24,Andy Nguyen,13.0,Lawee Sherif,0.0,"5-7, 7-5, 1-0(9)",Andy Nguyen
61st Annual Long Beach Junior Tournament (Level 3),2018-02-24,Martin Mazev,11.0,Andy Nguyen,13.0,"6-2, 6-3",Andy Nguyen
61st Annual Long Beach Junior Tournament (Level 3),2018-02-24,Andy Nguyen,13.0,Jack Hanna,11.0,"6-1, 6-2",Andy Nguyen
61st Annual Long Beach Junior Tournament (Level 3),2018-02-24,Andy Nguyen,13.0,Tyler Nguyen,11.0,"6-1, 6-1",Andy Nguyen
73rd Annual Fullerton Junior Closed Tournament (Level 2),2018-02-04,Advik Mareedu,12.0,Andy Nguyen,13.0,"6-2, 6-4",Andy Nguyen
USTA Level 3 National,2018-01-21,Eugenio Gonzalez,12.53,Andy Nguyen,13.0,"6-3, 6-1",Andy Nguyen
USTA Level 3 National,2018-01-21,Alan Ton,12.0,Andy Nguyen,13.0,"6-7, 7-6, 1-0(8)",Andy Nguyen
Lakewood Junior Open (Level 4) & Junior Satellite (Level 6) Tournament,2017-12-16,Andy Nguyen,13.0,Michael Ishizaki,0.0,"6-0, 6-1",Andy Nguyen
Lakewood Junior Open (Level 4) & Junior Satellite (Level 6) Tournament,2017-12-16,Maximilian Wuelfing,13.0,Andy Nguyen,13.0,"6-2, 6-2",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2017-10-21,Will Pellegrini,11.0,Andy Nguyen,13.0,"6-2, 0-6, 1-0(6)",Andy Nguyen
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2017-10-21,Andy Nguyen,13.0,Esteban Castillo,0.0,"6-2, 6-1",Andy Nguyen
"USTA National Level 3 Tournament- Lakewood, CA",2017-09-24,Dominique Rolland,13.06,Andy Nguyen,13.0,"3-6, 6-4, 7-5",Andy Nguyen
"USTA National Level 3 Tournament- Lakewood, CA",2017-09-24,Andy Nguyen,13.0,Shrish Choudhary,10.0,"6-4, 7-5",Andy Nguyen
"USTA National Level 3 Tournament- Lakewood, CA",2017-09-24,Tristan Messerli,11.0,Andy Nguyen,13.0,"5-7, 6-4, 1-0(5)",Andy Nguyen
33rd Annual Los Caballeros Junior Tournament (Level 3),2017-09-17,Andy Nguyen,13.0,Gianluca Brunkow,13.63,"6-4, 6-0",Andy Nguyen
33rd Annual Los Caballeros Junior Tournament (Level 3),2017-09-17,Andy Nguyen,13.0,Luca Lovrich,0.0,"6-3, 6-0",Andy Nguyen
33rd Annual Los Caballeros Junior Tournament (Level 3),2017-09-17,Hudson Rivera,13.3,Andy Nguyen,13.0,"6-2, 6-0",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2017-08-11,Andrew Delgado,13.1,Andy Nguyen,13.0,"6-1, 6-3",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2017-08-11,Andy Nguyen,13.0,Hanu Patel,11.0,"3-6, 6-4, 6-4",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2017-08-11,Andy Nguyen,13.0,Chase Fralick,0.0,"6-2, 6-3",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2017-08-11,Andrew Rundle,9.0,Andy Nguyen,13.0,"6-3, 0-6, 1-0(6)",Andy Nguyen
USTA Boys' 14 and Boys' 12 National Championships,2017-08-11,Andy Nguyen,13.0,James Lian,11.0,"7-5, 6-0",Andy Nguyen
USTA Zone Team Championships- BG12 (West),2017-07-30,Andy Nguyen,13.0,Andre Ajed,10.0,"6-2, 6-0",Andy Nguyen
USTA Zone Team Championships- BG12 (West),2017-07-30,Kai Mills,11.0,Andy Nguyen,13.0,"6-3, 6-3",Andy Nguyen
USTA Zone Team Championships- BG12 (West),2017-07-30,Alex Fuchs,0.0,Andy Nguyen,13.0,"7-5, 6-1",Andy Nguyen
USTA Zone Team Championships- BG12 (West),2017-07-30,Andy Nguyen,13.0,William Semler,11.0,"6-0, 6-2",Andy Nguyen
USTA Zone Team Championships- BG12 (West),2017-07-30,Andrew Salu,0.0,Andy Nguyen,13.0,"6-0, 6-1",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2017-07-23,Eduardo Gonzalez,11.0,Andy Nguyen,13.0,"6-2, 2-6, 7-5",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2017-07-23,Andy Nguyen,13.0,Adam Bain,12.0,"6-3, 6-0",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2017-07-23,Andy Nguyen,13.0,Mike Yu,0.0,"6-4, 6-4",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2017-07-23,Andy Nguyen,13.0,Caleb Settles,11.0,"6-0, 6-0",Andy Nguyen
Mary Brymer Memorial Junior Tennis Tournament (Level 2),2017-07-23,Andy Nguyen,13.0,Perry Di Giulio,12.0,"7-5, 6-0",Andy Nguyen
115th Annual Southern California Junior Sectional Championships (Level 1),2017-06-25,Dominique Rolland,13.06,Andy Nguyen,13.0,"3-6, 6-0, 6-2",Andy Nguyen
115th Annual Southern California Junior Sectional Championships (Level 1),2017-06-25,Andy Nguyen,13.0,Hughes Peus,0.0,"6-1, 6-1",Andy Nguyen
115th Annual Southern California Junior Sectional Championships (Level 1),2017-06-25,Andy Nguyen,13.0,Avery Tallakson,12.0,"6-0, 6-2",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Alex Michelsen,15.43,Andy Nguyen,13.0,"6-2, 6-4",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Andy Nguyen,13.0,Quang Duong,0.0,"6-2, 2-6, 1-0(3)",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Andy Nguyen,13.0,Hunter Lynch,10.0,"6-1, 6-2",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Andy Nguyen,13.0,Anonymous Player,0.0,"6-3, 6-2",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Andy Nguyen,13.0,Rio Ishikawa,0.0,"6-1, 6-1",Andy Nguyen
37th Woody Hunt South Bay Junior Tournament (Level 2),2017-06-03,Andy Nguyen,13.0,Jack Li,0.0,"6-3, 6-4",Andy Nguyen
