second_serve_in,second_serve_points_won,best_second_serve,average_double_faults,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
92%,50%,['Body'],1.0,13,11,16,24,13,6,61.5%,36.4%,43.8%,41.7%,76.9%,16.7%
