first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
26%,73%,['T'],1.0,3,10,12,5,21,7,66.7%,80.0%,83.3%,80.0%,66.7%,57.1%
