fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
125,Wide,50%,3,44,+55.8%,+75.9%,+70.0%,+80.0%,+3.0,-3.0,281.7,69
