fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
122,Wide,40%,4,24,+56.8%,+62.0%,+53.3%,+62.5%,+4.0,-4.5,234.1,55
