first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
60%,68%,Wide,3.0,14,22,19,15,16,21,50.0%,72.7%,63.2%,53.3%,68.8%,76.2%
