first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
69%,76%,['T'],2.0,2,3,3,0,10,4,0.0%,66.7%,100.0%,0%,70.0%,100.0%
