first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
70%,77%,['Wide'],1.0,0,5,14,1,9,10,0%,80.0%,71.4%,0.0%,77.8%,90.0%
