second_serve_in,second_serve_points_won,best_second_serve,average_double_faults,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
87%,70%,['Wide'],3.0,2,5,3,2,2,6,50.0%,60.0%,33.3%,100.0%,50.0%,83.3%
