fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
121,Body,57%,3,44,+65.9%,+62.1%,+50.0%,+62.5%,+1.0,-5.0,236.5,52
