fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
128,T,33%,4,13,+26.2%,+72.7%,+55.6%,+85.7%,+1.0,-1.0,240.2,66
