first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
78%,60%,['T'],0.0,5,15,10,10,12,11,60.0%,73.3%,60.0%,60.0%,41.7%,72.7%
