second_serve_in,second_serve_points_won,best_second_serve,average_double_faults,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
67%,90%,['Body'],5.0,1,0,1,3,0,1,100.0%,0%,0.0%,100.0%,0%,100.0%
