fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
131,T,40%,4,25,+65.1%,+65.9%,+63.2%,+70.0%,+5.0,-3.0,266.2,62
