fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
126,T,57%,4,28,+75.8%,+59.6%,+50.0%,+70.0%,+2.0,-1.0,256.4,56
