first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
64%,52%,['Wide'],4.0,4,16,9,2,5,21,50.0%,50.0%,66.7%,0.0%,60.0%,61.9%
