first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
65%,77%,Wide,3.0,5,2,6,3,7,8,100.0%,100.0%,83.3%,66.7%,71.4%,62.5%
