first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
60%,55%,Wide,1.5,3,12,13,2,8,12,33.3%,41.7%,53.8%,0.0%,62.5%,75.0%
