serve_state,side,return_in,return_won,best_return_zone,best_return_stroke,cross_placement_count,middle_placement_count,line_placement_count,cross_placement_won,middle_placement_won,line_placement_won,inside_contact_count,mid_contact_count,deep_contact_count,inside_contact_won,mid_contact_won,deep_contact_won
first,ad,89%,45%,Line,FH,44,122,38,25.0%,41.0%,55.3%,31,141,32,35.5%,41.8%,37.5%
