fastest_return,favorite_zone,favorite_stroke,min,sec,first_serve_returns_won,second_serve_returns_won,return_games_won,breakpoints_converted,return_rating,total_returns_won,forehand_ratio,backhand_ratio
90,Middle,BH,4,48,+38.7%,+47.5%,+34.1%,+57.5%,177.8,41%,42%,58%
