Player,Year,Hometown,UTR,Singles_Record,Doubles_Record,Profile_URL,UTR_URL
Taym Alazmeh,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/taym-alazmeh/16356,N/A
Ozan Baris,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/ozan-baris/16357,N/A
Matthew Forbes,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/matthew-forbes/16358,N/A
Vuk Radjenovic,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/vuk-radjenovic/16359,N/A
Danial Rakhmatullayev,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/danial-rakhmatullayev/16360,N/A
David Saye,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/david-saye/16361,N/A
Mitchell Sheldon,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/mitchell-sheldon/16362,N/A
Aristotelis Thanos,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/aristotelis-thanos/16363,N/A
Nolan W,N/A,N/A,N/A,0-0,0-0,https://msuspartans.com/sports/mens-tennis/roster/nolan-w/16869,N/A
