singles_position,utr_rating,matches_clinched,hour,min,serve_rating,return_rating,under_pressure_rating,singles_record,conference_record,sets_won,tiebreakers_won,three_set_matches_won,longest_rally_length,average_winners,unfinished_matches,longest_win_streak,bagels_served
#2,13.54,4,1,33,259.0,186.9,248.9,21-3,5-1,49,3,5,33,9,6,7,4
