singles_position,utr_rating,matches_clinched,hour,min,serve_rating,return_rating,under_pressure_rating,singles_record,conference_record,sets_won,tiebreakers_won,three_set_matches_won,longest_rally_length,average_winners,unfinished_matches,longest_win_streak,bagels_served
#3,13.4,3,16,17,233.3,236.0,250.7,39-13,8-2,102,9,10,27,12,19,11,0
